Studentid,firstname,lastname,email,Date of Exam,Marks,Percentage,City,Country,Country Code
1043,Collen,Blake,Collen.Blake@yopmail.com,1909-09-27,613,48.3192,Okinawa,Ethiopia,BW
1044,Nollie,Brittani,Nollie.Brittani@yopmail.com,2003-12-27,251,95.0071,Fortaleza,AndorrA,CX
1045,Elvira,Killigrew,Elvira.Killigrew@yopmail.com,1977-12-29,118,74.7783,Kinshasa,Samoa,PY
1046,Georgetta,Radu,Georgetta.Radu@yopmail.com,1993-08-12,563,57.6746,Frankfurt,"Palestinian Territory, Occupied",TJ
1047,Asia,Juan,Asia.Juan@yopmail.com,1950-04-09,798,96.7219,Tagbilaran,Algeria,SR
1048,Siana,Corilla,Siana.Corilla@yopmail.com,2018-11-23,461,39.0974,Baltimore,"Macedonia, The Former Yugoslav Republic of",TO
1049,Theodora,Hortensia,Theodora.Hortensia@yopmail.com,1999-04-22,158,79.5921,Boston,Cameroon,SJ
1050,Roxane,Honoria,Roxane.Honoria@yopmail.com,1915-05-15,17,43.9527,Quito,Guatemala,MY
1051,Carly,Edison,Carly.Edison@yopmail.com,1909-06-17,852,45.7677,Libreville,Malta,AI
1052,Modestia,Alwin,Modestia.Alwin@yopmail.com,1934-08-24,986,94.2037,Majuro,Malaysia,CG
1053,Catrina,Harday,Catrina.Harday@yopmail.com,2010-04-26,476,63.7799,Labasa,Papua New Guinea,AF
1054,Karena,Haldas,Karena.Haldas@yopmail.com,2018-04-17,95,68.5617,Kolkata,Netherlands Antilles,KY
1055,Larine,Anselmi,Larine.Anselmi@yopmail.com,1979-02-23,64,67.1549,Kaliningrad,American Samoa,SD
1056,Elmira,Sabella,Elmira.Sabella@yopmail.com,1901-11-02,477,49.49,Lubumbashi,Barbados,AX
1057,Mary,Grimbly,Mary.Grimbly@yopmail.com,1962-07-16,993,95.3927,Luxembourg (city),Ukraine,TV
1058,Celestyna,Haerr,Celestyna.Haerr@yopmail.com,1981-11-29,472,71.1312,Dodoma,China,CD
1059,Inga,Philipp,Inga.Philipp@yopmail.com,1905-05-28,238,77.5264,Adak,Netherlands,VE
1060,Trudie,Tremayne,Trudie.Tremayne@yopmail.com,1929-02-19,708,30.1925,Memphis,Kenya,MY
1061,Nerta,Durante,Nerta.Durante@yopmail.com,1910-04-16,125,62.9309,Nagoya,Mauritania,GF
1062,Kial,Friede,Kial.Friede@yopmail.com,1936-07-04,832,72.2319,Stanley,Guadeloupe,TG
1063,Vanessa,Delp,Vanessa.Delp@yopmail.com,1942-03-24,225,64.1072,Guatemala City,Tunisia,MO
1064,Robinia,Medrek,Robinia.Medrek@yopmail.com,2010-11-06,626,33.2336,Melekeok,Malaysia,GM
1065,Abbie,Madox,Abbie.Madox@yopmail.com,2008-06-08,415,92.133,Kuala Lumpur,Wallis and Futuna,MC
1066,Lanna,Afton,Lanna.Afton@yopmail.com,1904-04-18,152,67.1139,London,Ireland,PS
1067,Ardys,Evangelia,Ardys.Evangelia@yopmail.com,1938-09-02,521,37.6623,Tartu,Poland,ZA
1068,Mellicent,Fax,Mellicent.Fax@yopmail.com,2005-07-18,473,45.444,Nantes,Iraq,RO
1069,Christian,Atonsah,Christian.Atonsah@yopmail.com,1964-12-13,702,39.1446,Nantes,Greece,QA
1070,Marjie,Pernick,Marjie.Pernick@yopmail.com,1986-06-09,937,37.1416,Udon Thani,Bouvet Island,CH
1071,Josephine,Bury,Josephine.Bury@yopmail.com,1919-03-10,903,95.6463,Anchorage,"Micronesia, Federated States of",GH
1072,Jordan,Prouty,Jordan.Prouty@yopmail.com,1973-02-04,276,80.1675,Rio Branco,Peru,ST
1073,Jacenta,Gilmour,Jacenta.Gilmour@yopmail.com,1936-04-27,692,40.7904,Rio de Janeiro,Hong Kong,VC
1074,Julieta,Read,Julieta.Read@yopmail.com,1926-02-27,667,51.7631,Castries,Svalbard and Jan Mayen,AF
1075,Meriel,Boehike,Meriel.Boehike@yopmail.com,2009-05-22,82,83.4362,Oklahoma City,Bahrain,DZ
1076,Aryn,Kylander,Aryn.Kylander@yopmail.com,1970-05-17,626,33.9579,Wellington,Angola,SD
1077,Joy,Sekofski,Joy.Sekofski@yopmail.com,1923-06-08,420,46.9751,Novosibirsk,Bahamas,NC
1078,Ardeen,Prouty,Ardeen.Prouty@yopmail.com,1934-03-21,555,99.5611,Hanover,Cape Verde,MT
1079,Oona,Fax,Oona.Fax@yopmail.com,1909-05-18,334,68.7566,Santa Cruz de la Sierra,Grenada,BN
1080,Micheline,Fairweather,Micheline.Fairweather@yopmail.com,1914-06-07,473,35.8495,Castries,Tuvalu,IO
1081,Wileen,Strephon,Wileen.Strephon@yopmail.com,1917-12-29,839,85.3907,Auckland,Nauru,HT
1082,Brynna,Franza,Brynna.Franza@yopmail.com,2008-06-10,79,38.3326,Pontianak,Zambia,BY
1083,Alia,Woodberry,Alia.Woodberry@yopmail.com,1987-04-20,723,40.7545,Addis Ababa,Nigeria,AW
1084,Shandie,Donell,Shandie.Donell@yopmail.com,2009-07-07,607,58.0803,Athens,San Marino,EG
1085,Neila,Blisse,Neila.Blisse@yopmail.com,1945-09-27,702,69.4478,Douala,Uganda,VU
1086,Hermione,Olnee,Hermione.Olnee@yopmail.com,1912-08-22,438,59.0676,Willemstad,Maldives,NO
1087,Sherrie,Secrest,Sherrie.Secrest@yopmail.com,1934-02-28,140,75.8938,Dongguan,French Guiana,PN
1088,Mireielle,Bearnard,Mireielle.Bearnard@yopmail.com,1950-03-06,508,66.9364,Wonsan,Niger,BA
1089,Kellen,Allina,Kellen.Allina@yopmail.com,1991-11-19,352,64.8934,Harbin,Faroe Islands,CD
1090,Anestassia,Koziara,Anestassia.Koziara@yopmail.com,1977-05-05,495,49.5296,Macau,Niger,MH
1091,Ernesta,Ralfston,Ernesta.Ralfston@yopmail.com,2008-08-26,487,46.6019,Cincinnati,Ukraine,LK
1092,Bibby,Thar,Bibby.Thar@yopmail.com,1978-02-06,720,46.3895,Kinshasa,Ghana,AL
1093,Amii,Jacobah,Amii.Jacobah@yopmail.com,1907-08-19,222,34.4736,Gothenburg,Uruguay,PE
1094,Rosabelle,Durante,Rosabelle.Durante@yopmail.com,1958-09-17,506,95.9307,Auckland,Brazil,PF
1095,Carree,Leonard,Carree.Leonard@yopmail.com,1958-04-29,589,82.1059,Belgrade,Greece,MQ
1096,Rivalee,Doig,Rivalee.Doig@yopmail.com,2016-07-12,626,64.1936,Kharkiv,"Lao People""S Democratic Republic",KI
1097,Cordi,Berl,Cordi.Berl@yopmail.com,1916-07-15,607,67.4668,La Paz,Albania,JM
1098,Daune,Goerke,Daune.Goerke@yopmail.com,1972-12-23,855,38.0487,Namangan,Uzbekistan,GM
1099,Tera,Lilas,Tera.Lilas@yopmail.com,1976-02-24,663,92.45,Asunción,Togo,BA
